serie1,serie2,best_pearson,best_spearman,best_kendall,lag_pearson,lag_spearman,lag_kendall
BZ=F.PctChange,^VIX.PctChange,-0.21433841003690243,-0.18125778499878703,0.12284902224833318,0,0,0
BZ=F.PctChange,^DJT.PctChange,0.23882662761331191,0.18657656869994457,0.12778320241093083,0,0,0
BZ=F.PctChange,^IRX.PctChange,-0.06503705272694721,0.05928495295994614,0.04053951542046955,-4,31,31
BZ=F.PctChange,^FVX.PctChange,0.19710644679400077,0.16604321099873529,0.11369585258497582,0,0,0
BZ=F.PctChange,^TNX.PctChange,0.21997948537763667,0.19133585622232088,0.13186949589668087,0,0,0
BZ=F.PctChange,^TYX.PctChange,0.2297661591434826,0.20160996549878626,0.1390493706276882,0,0,0
BZ=F.PctChange,AAPL.PctChange,0.1553084035562288,0.11046231824804952,0.0748284876044753,0,0,0
BZ=F.PctChange,MSFT.PctChange,0.15446710304591388,0.11599668905801412,0.0788263842762577,0,0,0
BZ=F.PctChange,GOOGL.PctChange,0.1387238975522658,0.1180237133884138,0.08023927088311737,0,0,0
BZ=F.PctChange,META.PctChange,0.08125142304131364,0.06924710237993517,0.046850106811078394,0,0,0
BZ=F.PctChange,NVDA.PctChange,0.12054882869662238,0.10038069803114588,0.06841046160878929,0,0,0
BZ=F.PctChange,AVGO.PctChange,0.16393680467864982,0.11577790556335724,0.07859522301261956,0,0,0
BZ=F.PctChange,ORCL.PctChange,0.13784720627190317,0.1329253655745877,0.09073908621009602,0,0,0
BZ=F.PctChange,CRM.PctChange,0.11588394340560285,0.07657424949753378,0.05140522948271228,0,0,0
BZ=F.PctChange,JPM.PctChange,0.2614925629241294,0.19029142992805434,0.1297422569198298,0,0,0
BZ=F.PctChange,BAC.PctChange,0.26156388295478095,0.20841905244687153,0.14226248125353821,0,0,0
BZ=F.PctChange,WFC.PctChange,0.230435600625653,0.17701195351725105,0.12162997391254039,0,0,0
BZ=F.PctChange,GS.PctChange,0.2523772181437008,0.19234096953641733,0.13098582835531777,0,0,0
BZ=F.PctChange,MS.PctChange,0.2541818006851274,0.19331830917581333,0.1316653479893362,0,0,0
BZ=F.PctChange,V.PctChange,0.18110306166851337,0.13146863956803356,0.08993274908607407,0,0,0
BZ=F.PctChange,MA.PctChange,0.21832085243074842,0.1442351470257789,0.09844527217944864,0,0,0
BZ=F.PctChange,AXP.PctChange,0.21669558029003888,0.1810144493084791,0.12400756972294358,0,0,0
BZ=F.PctChange,UNH.PctChange,0.12648593979410522,0.08353628113255689,0.05621680062536737,0,0,0
BZ=F.PctChange,JNJ.PctChange,0.09188182358616485,0.06250733547232505,0.04153352977202017,0,97,97
BZ=F.PctChange,PFE.PctChange,0.08754931636626295,0.06197861333212914,0.04209980872069263,0,0,0
BZ=F.PctChange,MRK.PctChange,0.10851647186458056,0.08069323389963139,0.05493242343063687,0,0,0
BZ=F.PctChange,ABBV.PctChange,0.13657985383984733,0.0974696012773296,0.06565004178375172,0,0,0
BZ=F.PctChange,TMO.PctChange,0.10926218930511475,0.08522838474120348,0.05808252693489624,0,0,0
BZ=F.PctChange,XOM.PctChange,0.5228459057311305,0.48877272250874654,0.3449002595530208,0,0,0
BZ=F.PctChange,CVX.PctChange,0.5056891597170137,0.49391628506281554,0.3501595860856671,0,0,0
BZ=F.PctChange,COP.PctChange,0.5919882510179179,0.5642153607874923,0.40436770763411123,0,0,0
BZ=F.PctChange,SLB.PctChange,0.535213732527488,0.5037028967892282,0.3544868577345069,0,0,0
BZ=F.PctChange,AMZN.PctChange,0.11221325801521097,0.08443529694166979,0.05718975736831776,0,0,0
